UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
Pernambuco,Masculino,40,Branca,11,2000,1.628287575
Pernambuco,Feminino,45,Parda,13,960,1.6841693309999999
Pernambuco,Masculino,42,Parda,9,788,1.5490412580000001
Pernambuco,Masculino,51,Parda,5,3000,1.686045941
Pernambuco,Masculino,32,Parda,10,1200,1.750624351
Pernambuco,Masculino,26,Parda,12,1200,1.649319569
Pernambuco,Masculino,45,Parda,5,500,1.744751739
Pernambuco,Masculino,52,Parda,4,500,1.603944234
Pernambuco,Feminino,52,Parda,12,921,1.701299462
Pernambuco,Feminino,38,Parda,6,600,1.615612839
Pernambuco,Masculino,56,Branca,6,2000,1.780279739
Pernambuco,Masculino,56,Parda,9,788,1.739824056
Pernambuco,Masculino,47,Parda,8,1500,1.66658329
Pernambuco,Masculino,50,Branca,5,788,1.453861569
Pernambuco,Masculino,44,Parda,9,1000,1.57875661
Pernambuco,Feminino,34,Parda,12,788,1.664394361
Pernambuco,Feminino,43,Parda,6,1000,1.650328993
Pernambuco,Feminino,56,Parda,7,900,1.81420548
Pernambuco,Masculino,33,Parda,12,1280,1.602020428
Pernambuco,Feminino,50,Parda,12,1500,1.654546403
Pernambuco,Masculino,35,Branca,12,788,1.7321279040000002
Pernambuco,Masculino,22,Parda,10,789,1.655665327
Pernambuco,Masculino,35,Parda,12,800,1.859375791
Pernambuco,Masculino,41,Parda,12,1500,1.595601473
Pernambuco,Feminino,62,Parda,13,600,1.7766214340000002
Pernambuco,Feminino,29,Branca,7,1000,1.67333737
Pernambuco,Masculino,28,Parda,12,1200,1.78574511
Pernambuco,Feminino,43,Parda,12,400,1.6735235659999999
Pernambuco,Masculino,59,Branca,9,2100,1.6677188230000002
Pernambuco,Feminino,58,Parda,6,788,1.7935574769999998
Pernambuco,Masculino,29,Branca,15,500,1.7392851059999999
Pernambuco,Feminino,68,Preta,8,500,1.6388057919999999
Pernambuco,Masculino,54,Parda,12,1500,1.807572521
Pernambuco,Masculino,40,Parda,1,1000,1.718166667
Pernambuco,Masculino,61,Parda,12,2000,1.6575036090000002
Pernambuco,Feminino,33,Branca,4,788,1.6255034640000001
Pernambuco,Masculino,41,Branca,6,788,1.6710344769999999
Pernambuco,Masculino,40,Parda,10,1200,1.566034341
Pernambuco,Masculino,44,Parda,12,955,1.671571151
Pernambuco,Masculino,42,Parda,12,1300,1.74290746
Pernambuco,Masculino,52,Parda,16,900,1.669595924
Pernambuco,Masculino,47,Preta,16,500,1.683816255
Pernambuco,Masculino,50,Parda,13,1300,1.841485236
Pernambuco,Masculino,25,Parda,12,1000,1.7182110130000001
Pernambuco,Feminino,39,Parda,12,800,1.654638443
Pernambuco,Masculino,50,Preta,14,600,1.666237044
Pernambuco,Feminino,37,Preta,12,1000,1.851603757
Pernambuco,Masculino,50,Preta,12,1400,1.869667356
Pernambuco,Feminino,41,Parda,3,3000,1.873469122
Pernambuco,Masculino,55,Branca,15,22000,1.863567125
Pernambuco,Masculino,57,Branca,1,800,1.726400399
Pernambuco,Masculino,62,Branca,12,1000,1.644507811
Pernambuco,Feminino,46,Branca,12,2000,1.630316787
Pernambuco,Masculino,62,Parda,1,2300,1.6797021380000001
Pernambuco,Masculino,39,Parda,11,788,1.708034887
Pernambuco,Masculino,47,Branca,5,900,1.771375231
Pernambuco,Masculino,23,Preta,9,790,1.844668515
Pernambuco,Feminino,50,Parda,13,788,1.6750280290000001
Pernambuco,Feminino,50,Branca,13,0,1.525804289
Pernambuco,Masculino,38,Parda,12,1500,1.6806129630000002
Pernambuco,Feminino,42,Parda,9,788,1.5935158440000001
Pernambuco,Feminino,46,Branca,16,6000,1.66779358
Pernambuco,Masculino,37,Branca,14,8000,1.5785193000000002
Pernambuco,Feminino,64,Branca,12,2364,1.857882456
Pernambuco,Masculino,58,Branca,1,1576,1.7109140680000001
Pernambuco,Masculino,29,Branca,12,2700,1.705021924
Pernambuco,Masculino,40,Preta,9,1500,1.7245809580000002
Pernambuco,Masculino,55,Branca,1,788,1.7367555469999998
Pernambuco,Feminino,46,Parda,7,750,1.65331884
Pernambuco,Feminino,69,Preta,1,400,1.598251395
Pernambuco,Feminino,56,Parda,12,160,1.7238002319999999
Pernambuco,Masculino,60,Parda,1,0,1.841460575
Pernambuco,Masculino,42,Branca,12,1500,1.699791192
Pernambuco,Masculino,59,Branca,6,788,1.6464201569999999
Pernambuco,Masculino,53,Preta,6,900,1.6779372590000001
Pernambuco,Feminino,32,Parda,4,788,1.73266087
Pernambuco,Masculino,40,Branca,16,3500,1.7731090930000002
Pernambuco,Masculino,52,Branca,5,1700,1.6479316469999998
Pernambuco,Masculino,36,Branca,16,1000,1.674872946
Pernambuco,Masculino,32,Preta,8,1450,1.740726655
Pernambuco,Feminino,16,Branca,8,415,1.7846807880000002
Pernambuco,Masculino,44,Branca,9,900,1.5556008630000002
Pernambuco,Feminino,32,Parda,5,788,1.8385789419999998
Pernambuco,Masculino,54,Branca,16,2500,1.753572636
Pernambuco,Masculino,50,Branca,12,3500,1.6944799259999999
Pernambuco,Feminino,42,Branca,16,6500,1.7780226940000001
Pernambuco,Masculino,26,Branca,12,1200,1.63525655
Pernambuco,Feminino,46,Branca,12,800,1.688993398
Pernambuco,Masculino,36,Branca,12,1000,1.699412656
Pernambuco,Masculino,31,Branca,1,900,1.570654845
Pernambuco,Masculino,48,Parda,12,3000,1.729386338
Pernambuco,Masculino,56,Branca,6,1700,1.62109523
Pernambuco,Masculino,39,Parda,1,3000,1.741752507
Pernambuco,Masculino,37,Branca,16,1600,1.7040345380000002
Pernambuco,Masculino,69,Parda,9,300,1.6310733469999998
Pernambuco,Masculino,25,Branca,12,924,1.717524909
Pernambuco,Feminino,40,Parda,9,780,1.6648091619999998
Pernambuco,Masculino,50,Branca,9,400,1.712146824
Pernambuco,Masculino,22,Branca,12,1200,1.766311135
Pernambuco,Masculino,26,Parda,12,1200,1.709918948
Pernambuco,Feminino,48,Parda,6,788,1.738323006
Pernambuco,Masculino,40,Parda,9,788,1.628095635
Pernambuco,Feminino,56,Parda,12,1400,1.594287444
Pernambuco,Masculino,35,Branca,12,2000,1.7551107719999999
Pernambuco,Feminino,31,Parda,9,600,1.7996090530000002
Pernambuco,Masculino,53,Branca,5,1000,1.705132682
Pernambuco,Masculino,54,Parda,3,800,1.749648135
Pernambuco,Feminino,43,Branca,11,850,1.756594904
Pernambuco,Feminino,39,Parda,6,200,1.7449350869999998
Pernambuco,Masculino,42,Branca,12,1000,1.582723765
Pernambuco,Masculino,70,Parda,3,300,1.8279550830000002
Pernambuco,Feminino,52,Branca,9,300,1.547681747
Pernambuco,Masculino,51,Branca,10,800,1.8114513190000001
Pernambuco,Masculino,57,Branca,6,3940,1.730870849
Pernambuco,Masculino,45,Branca,14,2100,1.936910449
Pernambuco,Masculino,56,Branca,9,2800,1.808597077
Pernambuco,Masculino,67,Branca,16,2000,1.723361214
Pernambuco,Masculino,38,Branca,6,1200,1.625414286
Pernambuco,Masculino,44,Parda,3,400,1.6580217480000001
Pernambuco,Feminino,46,Parda,16,800,1.64974977
Pernambuco,Masculino,38,Preta,1,1000,1.742566144
Pernambuco,Masculino,50,Parda,1,788,1.7898148930000002
Pernambuco,Feminino,50,Branca,12,600,1.6922712880000002
Pernambuco,Masculino,35,Branca,9,2000,1.825185036
Pernambuco,Masculino,27,Parda,1,788,1.7680565080000001
Pernambuco,Feminino,35,Branca,6,1100,1.714825265
Pernambuco,Feminino,40,Preta,4,160,1.782216148
Pernambuco,Feminino,69,Parda,1,300,1.63230126
Pernambuco,Masculino,25,Parda,7,1250,1.6615455769999998
Pernambuco,Feminino,53,Branca,16,1200,1.768139633
Pernambuco,Feminino,53,Parda,3,300,1.670364096
Pernambuco,Feminino,29,Parda,9,140,1.754357145
Pernambuco,Masculino,50,Parda,6,1000,1.605719119
Pernambuco,Masculino,24,Branca,12,800,1.534126009
Pernambuco,Feminino,66,Parda,1,2000,1.793356926
Pernambuco,Masculino,54,Parda,2,1100,1.679211442
Pernambuco,Feminino,52,Parda,16,1480,1.645379016
Pernambuco,Masculino,51,Branca,9,788,1.734704384
Pernambuco,Masculino,70,Parda,12,1000,1.5572799259999999
Pernambuco,Feminino,60,Branca,1,788,1.700281088
Pernambuco,Masculino,39,Branca,6,1100,1.594536096
Pernambuco,Feminino,43,Parda,5,900,1.667280955
Pernambuco,Feminino,42,Indígena,9,788,1.72964836
Pernambuco,Masculino,32,Parda,3,788,1.6235719730000002
Pernambuco,Masculino,32,Parda,16,3000,1.806808164
Pernambuco,Masculino,49,Parda,10,1000,1.7452252830000001
Pernambuco,Masculino,43,Parda,12,1000,1.7234830019999998
Pernambuco,Masculino,71,Parda,12,5000,1.803644426
Pernambuco,Masculino,50,Branca,11,1100,1.650450969
Pernambuco,Masculino,36,Branca,12,950,1.7176193380000002
Pernambuco,Masculino,35,Branca,12,1000,1.7263664269999999
Pernambuco,Masculino,49,Parda,3,450,1.753400506
Pernambuco,Feminino,40,Preta,12,800,1.694560623
Pernambuco,Feminino,22,Parda,6,400,1.6636334469999998
Pernambuco,Masculino,50,Parda,1,788,1.709024229
Pernambuco,Masculino,31,Preta,8,2000,1.587583281
Pernambuco,Masculino,44,Parda,5,1000,1.771966891
Pernambuco,Feminino,52,Branca,4,0,1.6998522059999999
Pernambuco,Masculino,28,Parda,8,800,1.5814214180000001
Pernambuco,Masculino,22,Branca,7,500,1.648478081
Pernambuco,Masculino,70,Parda,2,0,1.8912181940000001
Pernambuco,Masculino,31,Parda,2,200,1.754904913
Pernambuco,Feminino,64,Parda,1,150,1.606263824
Pernambuco,Feminino,62,Branca,1,0,1.761256414
Pernambuco,Masculino,43,Parda,5,1230,1.697776477
Pernambuco,Masculino,26,Parda,4,788,1.664062182
Pernambuco,Masculino,19,Branca,4,800,1.710266914
Pernambuco,Masculino,43,Branca,6,700,1.831438383
Pernambuco,Masculino,29,Parda,5,480,1.797621897
Pernambuco,Masculino,34,Branca,6,1100,1.736884065
Pernambuco,Masculino,35,Parda,10,480,1.770557715
Pernambuco,Masculino,29,Branca,7,800,1.583173481
Pernambuco,Feminino,24,Parda,7,600,1.7455458130000001
Pernambuco,Masculino,22,Parda,10,788,1.754614084
Pernambuco,Feminino,48,Parda,1,100,1.728246716
Pernambuco,Masculino,36,Parda,9,800,1.594712893
Pernambuco,Masculino,25,Parda,4,1080,1.825180008
Pernambuco,Masculino,28,Branca,9,400,1.62828383
Pernambuco,Masculino,32,Parda,9,350,1.693884428
Pernambuco,Masculino,25,Branca,9,1100,1.646730091
Pernambuco,Masculino,51,Parda,6,1080,1.56492342
Pernambuco,Masculino,23,Branca,10,880,1.6083350180000002
Pernambuco,Masculino,27,Parda,5,500,1.507146916
Pernambuco,Masculino,41,Parda,4,800,1.725236517
Pernambuco,Feminino,32,Preta,12,830,1.683923571
Pernambuco,Masculino,45,Parda,2,1200,1.583965111
Pernambuco,Masculino,39,Parda,12,1200,1.81457654
Pernambuco,Masculino,38,Parda,12,925,1.6139596930000002
Pernambuco,Masculino,52,Branca,12,1390,1.612222843
Pernambuco,Masculino,37,Preta,7,800,1.75057038
Pernambuco,Masculino,30,Parda,9,788,1.8100346109999998
Pernambuco,Masculino,49,Parda,12,5000,1.7557039159999999
Pernambuco,Feminino,51,Parda,12,1082,1.5481494919999998
Pernambuco,Masculino,36,Parda,8,1000,1.8509655919999999
Pernambuco,Masculino,49,Parda,12,1200,1.831374221
Pernambuco,Masculino,46,Branca,16,1200,1.6104930480000001
Pernambuco,Masculino,49,Preta,2,788,1.637160652
Pernambuco,Masculino,39,Preta,5,788,1.6998513169999998
Pernambuco,Masculino,52,Branca,1,788,1.6814789959999998
Pernambuco,Masculino,41,Preta,8,1679,1.639485497
Pernambuco,Masculino,37,Parda,1,788,1.57855399
Pernambuco,Masculino,35,Parda,17,788,1.7766123090000001
Pernambuco,Masculino,35,Branca,1,788,1.57764412
Pernambuco,Masculino,31,Preta,9,788,1.736926929
Pernambuco,Masculino,51,Branca,4,788,1.707968315
Pernambuco,Masculino,42,Preta,5,1200,1.628168951
Pernambuco,Masculino,31,Branca,6,400,1.640469705
Pernambuco,Masculino,34,Parda,8,600,1.685243754
Pernambuco,Masculino,55,Parda,1,788,1.906759944
Pernambuco,Masculino,35,Parda,4,788,1.615496378
Pernambuco,Masculino,36,Branca,7,788,1.704554497
Pernambuco,Masculino,39,Parda,6,4500,1.81043079
Pernambuco,Masculino,42,Parda,9,788,1.6033363269999998
Pernambuco,Masculino,25,Parda,12,1100,1.6939890069999999
Pernambuco,Masculino,54,Parda,1,1000,1.839003089
Pernambuco,Masculino,39,Parda,12,2000,1.715003964
Pernambuco,Feminino,35,Parda,16,3800,1.628658277
Pernambuco,Feminino,29,Branca,12,800,1.8445188380000002
Pernambuco,Masculino,47,Branca,13,1800,1.5694858530000002
Pernambuco,Feminino,40,Parda,12,950,1.7357468040000001
Pernambuco,Feminino,30,Branca,12,788,1.649696576
Pernambuco,Masculino,36,Branca,12,788,1.8163500780000001
Pernambuco,Feminino,70,Parda,12,1000,1.687385428
Pernambuco,Feminino,54,Parda,1,0,1.7096023669999998
Pernambuco,Masculino,25,Parda,6,900,1.673518372
Pernambuco,Feminino,27,Parda,11,1000,1.8706676430000002
Pernambuco,Masculino,20,Parda,4,350,1.751888559
Pernambuco,Masculino,36,Parda,2,250,1.700992042
Pernambuco,Feminino,43,Branca,3,300,1.6158776030000002
Pernambuco,Masculino,38,Parda,4,300,1.7657897830000002
Pernambuco,Masculino,55,Parda,5,400,1.6619524669999999
Pernambuco,Masculino,48,Parda,4,0,1.724031849
Pernambuco,Masculino,26,Branca,5,400,1.691093895
Pernambuco,Masculino,32,Branca,9,400,1.606559782
Pernambuco,Masculino,46,Parda,1,450,1.6615829009999998
Pernambuco,Feminino,38,Branca,7,788,1.676787316
Pernambuco,Masculino,46,Parda,1,500,1.631008773
Pernambuco,Masculino,71,Parda,1,0,1.600505775
Pernambuco,Masculino,65,Branca,1,0,1.6988306659999999
Pernambuco,Masculino,30,Branca,9,600,1.693647669
Pernambuco,Masculino,28,Branca,6,788,1.52435036
Pernambuco,Masculino,37,Branca,4,2000,1.719663784
Pernambuco,Masculino,30,Branca,12,788,1.7053314569999998
Pernambuco,Masculino,61,Parda,1,200,1.72336809
Pernambuco,Masculino,25,Parda,12,1000,1.7318270880000002
Pernambuco,Masculino,54,Branca,3,0,1.776022391
Pernambuco,Feminino,37,Parda,1,300,1.826742853
Pernambuco,Masculino,31,Branca,7,400,1.624016243
Pernambuco,Masculino,37,Parda,9,1200,1.668563807
Pernambuco,Feminino,43,Preta,12,1200,1.6787912569999999
Pernambuco,Masculino,39,Preta,12,50000,1.6133015259999999
Pernambuco,Feminino,26,Branca,15,4000,1.797742477
Pernambuco,Masculino,41,Parda,12,1500,1.7302658169999998
Pernambuco,Feminino,31,Parda,4,320,1.543535991
Pernambuco,Feminino,50,Parda,2,500,1.8231640230000001
Pernambuco,Feminino,52,Parda,7,788,1.632794893
Pernambuco,Feminino,25,Parda,12,67,1.785788154
Pernambuco,Masculino,47,Parda,5,400,1.559306965
Pernambuco,Masculino,59,Parda,11,1121,1.7677531519999998
Pernambuco,Masculino,51,Preta,9,788,1.6308104819999998
Pernambuco,Masculino,52,Parda,6,788,1.63559987
Pernambuco,Masculino,57,Parda,12,1576,1.69536144
Pernambuco,Feminino,73,Branca,1,788,1.6663330319999998
Pernambuco,Feminino,53,Branca,5,200,1.676569641
Pernambuco,Masculino,48,Parda,8,788,1.713421834
Pernambuco,Masculino,45,Parda,5,1200,1.668529358
Pernambuco,Feminino,62,Parda,9,789,1.65052655
Pernambuco,Masculino,47,Parda,13,2500,1.7530078130000002
Pernambuco,Masculino,44,Branca,16,2500,1.603309986
Pernambuco,Masculino,54,Parda,9,3000,1.660588421
Pernambuco,Feminino,59,Parda,4,500,1.833824514
Pernambuco,Masculino,22,Branca,13,2200,1.60793003
Pernambuco,Masculino,67,Parda,4,5000,1.6011435
Pernambuco,Masculino,46,Branca,12,10000,1.678914789
Pernambuco,Masculino,40,Parda,15,2500,1.667814128
Pernambuco,Masculino,24,Parda,13,900,1.6058344969999998
Pernambuco,Masculino,32,Parda,12,2000,1.622106889
Pernambuco,Feminino,56,Branca,16,5500,1.772189833
Pernambuco,Masculino,50,Parda,12,2000,1.6415689230000001
Pernambuco,Masculino,25,Parda,12,3000,1.6933954690000002
Pernambuco,Masculino,38,Branca,16,1500,1.6729727909999998
Pernambuco,Masculino,50,Branca,4,10000,1.6086511980000002
Pernambuco,Masculino,49,Parda,5,7000,1.7068044519999999
Pernambuco,Masculino,45,Parda,8,1300,1.7176194409999999
Pernambuco,Feminino,31,Parda,12,788,1.702818385
Pernambuco,Masculino,49,Branca,5,5000,1.654365153
Pernambuco,Masculino,31,Parda,10,788,1.617354068
Pernambuco,Masculino,46,Branca,3,1200,1.5524033640000001
Pernambuco,Feminino,60,Branca,6,500,1.765629365
Pernambuco,Masculino,51,Branca,1,788,1.718944733
Pernambuco,Masculino,45,Branca,5,250,1.7677195980000002
Pernambuco,Masculino,49,Preta,1,780,1.609932868
Pernambuco,Masculino,32,Parda,3,1000,1.6401523390000001
Pernambuco,Masculino,65,Preta,1,500,1.70817783
Pernambuco,Masculino,47,Branca,8,3500,1.6400342469999998
Pernambuco,Feminino,43,Parda,13,100,1.585837542
Pernambuco,Feminino,56,Branca,5,400,1.654750845
Pernambuco,Masculino,50,Branca,1,1200,1.6654253890000001
Pernambuco,Masculino,59,Parda,1,300,1.8638554219999999
Pernambuco,Masculino,44,Branca,1,350,1.6681952340000001
Pernambuco,Masculino,52,Parda,12,788,1.5712855380000001
Pernambuco,Masculino,56,Parda,5,700,1.892732684
Pernambuco,Masculino,38,Parda,4,700,1.706059208
Pernambuco,Feminino,46,Branca,9,100,1.7356799440000001
Pernambuco,Masculino,33,Parda,16,2500,1.797885474
Pernambuco,Masculino,35,Parda,12,1500,1.652443119
Pernambuco,Feminino,55,Branca,3,300,1.73833546
Pernambuco,Masculino,26,Branca,4,2000,1.6399123709999999
Pernambuco,Masculino,42,Preta,4,1200,1.793958154
Pernambuco,Feminino,40,Branca,6,900,1.675049918
Pernambuco,Masculino,37,Parda,12,800,1.713862135
Pernambuco,Masculino,29,Branca,12,2400,1.665236814
Pernambuco,Feminino,28,Parda,17,0,1.773651839
Pernambuco,Masculino,44,Parda,5,500,1.800127267
Pernambuco,Masculino,31,Branca,12,1500,1.668772545
Pernambuco,Masculino,58,Parda,9,500,1.727693895
Pernambuco,Masculino,35,Parda,5,300,1.564959191
Pernambuco,Masculino,53,Preta,6,200,1.776373241
Pernambuco,Feminino,66,Parda,1,0,1.711329642
Pernambuco,Masculino,28,Branca,9,500,1.6390686680000002
Pernambuco,Masculino,61,Parda,1,788,1.6301832459999999
Pernambuco,Masculino,30,Parda,4,200,1.7883901519999998
Pernambuco,Feminino,47,Parda,5,150,1.7065804009999999
Pernambuco,Masculino,48,Parda,4,600,1.881817195
Pernambuco,Masculino,37,Branca,6,400,1.651589516
Pernambuco,Masculino,46,Parda,3,100,1.533692209
Pernambuco,Masculino,45,Parda,1,240,1.663989486
Pernambuco,Feminino,21,Parda,6,0,1.534945905
Pernambuco,Masculino,25,Parda,8,100,1.754438757
Pernambuco,Masculino,37,Parda,1,788,1.6351787619999998
Pernambuco,Masculino,50,Parda,4,0,1.598050671
Pernambuco,Masculino,51,Parda,2,0,1.670300452
Pernambuco,Masculino,28,Parda,10,2000,1.7327673469999998
Pernambuco,Masculino,40,Branca,1,1500,1.591424364
Pernambuco,Masculino,38,Branca,1,880,1.891033731
Pernambuco,Masculino,39,Parda,1,200,1.6800166159999999
Pernambuco,Masculino,33,Parda,5,788,1.5665803719999998
Pernambuco,Masculino,43,Parda,1,600,1.6976492369999998
Pernambuco,Masculino,46,Preta,10,60,1.6174132909999999
Pernambuco,Masculino,30,Parda,1,800,1.798106095
Pernambuco,Masculino,39,Parda,1,0,1.6371941730000001
Pernambuco,Masculino,42,Branca,4,240,1.6962225180000001
Pernambuco,Masculino,46,Parda,1,200,1.691128489
Pernambuco,Feminino,39,Preta,10,1200,1.7618190130000002
Pernambuco,Feminino,43,Preta,12,150,1.746518188
Pernambuco,Masculino,39,Parda,6,1000,1.7505163119999998
Pernambuco,Feminino,69,Parda,3,40,1.662808909
Pernambuco,Masculino,35,Parda,12,550,1.599790477
Pernambuco,Feminino,43,Parda,12,788,1.660547402
Pernambuco,Masculino,32,Parda,12,2000,1.65918491
Pernambuco,Masculino,20,Parda,9,600,1.819569445
Pernambuco,Masculino,36,Preta,12,2000,1.6237565969999999
Pernambuco,Masculino,51,Parda,13,2300,1.716105525
Pernambuco,Masculino,68,Preta,5,1570,1.651603201
Pernambuco,Feminino,41,Parda,12,900,1.619590541
Pernambuco,Masculino,42,Parda,9,788,1.888265844
Pernambuco,Masculino,24,Branca,12,1000,1.7026083019999998
Pernambuco,Feminino,29,Parda,12,500,1.632587765
Pernambuco,Feminino,37,Parda,12,815,1.7193168490000001
Pernambuco,Feminino,53,Parda,12,1500,1.633083325
Pernambuco,Feminino,68,Parda,12,1000,1.6342517509999999
Pernambuco,Feminino,43,Parda,16,800,1.8322097259999999
Pernambuco,Masculino,42,Parda,12,780,1.6478132369999998
Pernambuco,Feminino,48,Parda,5,300,1.7000569630000002
Pernambuco,Masculino,69,Parda,7,500,1.7822204430000002
Pernambuco,Feminino,53,Parda,9,900,1.496637922
Pernambuco,Masculino,37,Branca,12,2000,1.652650503
Pernambuco,Masculino,33,Preta,12,788,1.558565595
Pernambuco,Masculino,45,Branca,12,1700,1.613581021
Pernambuco,Masculino,30,Preta,12,1040,1.7313814630000002
Pernambuco,Masculino,41,Branca,5,788,1.684087889
Pernambuco,Feminino,44,Parda,9,1080,1.669392156
Pernambuco,Masculino,38,Parda,7,900,1.7474611690000001
Pernambuco,Masculino,61,Parda,12,3000,1.681680749
Pernambuco,Masculino,28,Amarela,2,788,1.723496247
Pernambuco,Feminino,38,Parda,12,900,1.6665920580000002
Pernambuco,Feminino,30,Branca,16,10000,1.5871686090000001
Pernambuco,Masculino,50,Parda,5,1000,1.77509708
Pernambuco,Masculino,56,Parda,12,1200,1.60341926
Pernambuco,Feminino,54,Parda,6,150,1.714494203
Pernambuco,Feminino,27,Parda,12,788,1.568697285
Pernambuco,Masculino,35,Parda,12,1100,1.775821371
Pernambuco,Feminino,35,Parda,12,788,1.548879875
Pernambuco,Masculino,62,Preta,12,1900,1.6977596130000001
Pernambuco,Masculino,54,Parda,7,1300,1.62054773
Pernambuco,Masculino,57,Parda,1,300,1.801620895
Pernambuco,Feminino,43,Branca,12,788,1.747579138
Pernambuco,Masculino,35,Branca,12,1000,1.678766719
Pernambuco,Masculino,47,Parda,1,500,1.698959486
Pernambuco,Masculino,37,Parda,12,250,1.6466741880000002
Pernambuco,Masculino,49,Parda,3,1000,1.63336148
Pernambuco,Feminino,37,Branca,5,500,1.723342839
Pernambuco,Masculino,49,Parda,12,450,1.600975778
Pernambuco,Masculino,50,Parda,12,1500,1.7551294659999999
Pernambuco,Masculino,45,Parda,8,2300,1.674308303
Pernambuco,Masculino,32,Parda,16,2000,1.612995289
Pernambuco,Masculino,35,Parda,8,1400,1.722622815
Pernambuco,Masculino,23,Indígena,12,788,1.7187077659999999
Pernambuco,Feminino,44,Indígena,16,1200,1.7447994390000001
Pernambuco,Masculino,34,Parda,4,0,1.694842716
Pernambuco,Masculino,67,Parda,1,0,1.746668254
Pernambuco,Masculino,52,Parda,5,350,1.515392239
Pernambuco,Masculino,25,Indígena,4,200,1.703319235
Pernambuco,Masculino,39,Preta,1,240,1.7070316859999999
Pernambuco,Masculino,33,Indígena,12,2000,1.753282653
Pernambuco,Masculino,53,Parda,4,480,1.7481742130000002
Pernambuco,Masculino,30,Parda,12,500,1.8293003190000001
Pernambuco,Masculino,67,Branca,1,600,1.615801874
Pernambuco,Feminino,35,Preta,8,120,1.6742587269999998
Pernambuco,Masculino,27,Branca,12,500,1.700797765
Pernambuco,Masculino,29,Parda,9,400,1.6028982669999998
Pernambuco,Masculino,21,Branca,12,500,1.754675039
Pernambuco,Masculino,21,Parda,8,200,1.764841197
Pernambuco,Masculino,74,Parda,1,0,1.727208443
Pernambuco,Masculino,32,Parda,4,0,1.770656372
Pernambuco,Masculino,50,Parda,1,0,1.766372656
Pernambuco,Feminino,35,Branca,3,600,1.682838372
Pernambuco,Masculino,40,Preta,7,700,1.771816389
Pernambuco,Masculino,50,Parda,3,0,1.667243257
Pernambuco,Feminino,35,Parda,1,900,1.718534499
Pernambuco,Masculino,46,Parda,6,320,1.8310556009999999
Pernambuco,Masculino,45,Preta,12,2000,1.758244361
Pernambuco,Masculino,36,Branca,12,1500,1.6548366719999998
Pernambuco,Masculino,33,Parda,9,1050,1.7398041380000002
Pernambuco,Feminino,29,Parda,12,840,1.754341639
Pernambuco,Masculino,40,Preta,12,1500,1.766893659
Pernambuco,Masculino,53,Parda,4,800,1.659843695
Pernambuco,Masculino,32,Parda,9,800,1.868659497
Pernambuco,Masculino,68,Branca,3,800,1.629352457
Pernambuco,Masculino,42,Parda,6,1100,1.8184132709999998
Pernambuco,Feminino,34,Branca,4,600,1.636858266
Pernambuco,Masculino,24,Parda,10,400,1.656503474
Pernambuco,Masculino,58,Parda,1,0,1.602181131
Pernambuco,Masculino,43,Branca,8,1000,1.8012523880000002
Pernambuco,Masculino,61,Parda,5,400,1.793783781
Pernambuco,Masculino,35,Parda,12,1100,1.651676771
Pernambuco,Masculino,48,Preta,12,1500,1.6488368869999999
Pernambuco,Feminino,31,Branca,12,900,1.6069164930000002
Pernambuco,Masculino,26,Branca,12,788,1.5574380019999998
Pernambuco,Masculino,51,Branca,12,800,1.6964256530000001
Pernambuco,Feminino,43,Branca,14,788,1.6487552619999999
Pernambuco,Feminino,37,Parda,12,3400,1.7085145519999998
Pernambuco,Feminino,46,Parda,9,1500,1.771129828
Pernambuco,Feminino,35,Parda,15,3000,1.8299568259999999
Pernambuco,Masculino,34,Branca,12,1800,1.8786529509999998
Pernambuco,Feminino,46,Parda,12,910,1.72156589
Pernambuco,Feminino,35,Parda,9,788,1.590722594
Pernambuco,Masculino,72,Preta,1,850,1.758622445
Pernambuco,Feminino,37,Parda,12,400,1.756808736
Pernambuco,Masculino,23,Branca,12,1100,1.81099886
Pernambuco,Masculino,47,Parda,16,1200,1.7064241269999998
Pernambuco,Feminino,46,Parda,16,1200,1.689604156
Pernambuco,Masculino,63,Branca,8,788,1.708869768
Pernambuco,Masculino,42,Parda,5,0,1.7588208669999998
Pernambuco,Feminino,45,Parda,7,1200,1.690274931
Pernambuco,Feminino,38,Parda,7,788,1.7215990509999999
Pernambuco,Masculino,45,Parda,13,1500,1.518820346
Pernambuco,Masculino,53,Parda,6,600,1.7353420330000002
Pernambuco,Masculino,43,Parda,16,900,1.7114828169999998
Pernambuco,Masculino,54,Preta,1,800,1.8356115169999998
Pernambuco,Feminino,47,Preta,9,500,1.652952636
Pernambuco,Masculino,45,Preta,6,788,1.6068782640000001
Pernambuco,Masculino,53,Branca,16,5000,1.7413841490000002
Pernambuco,Feminino,23,Preta,14,2080,1.709140981
Pernambuco,Masculino,34,Parda,8,700,1.6923328030000002
Pernambuco,Feminino,52,Parda,5,500,1.6469851640000002
Pernambuco,Masculino,41,Preta,2,800,1.604603614
Pernambuco,Masculino,54,Parda,6,750,1.713257003
Pernambuco,Masculino,35,Parda,4,788,1.85628893
Pernambuco,Masculino,34,Preta,12,200,1.7736505269999998
Pernambuco,Feminino,41,Parda,16,1700,1.664415797
Pernambuco,Feminino,31,Branca,8,788,1.6520530269999998
Pernambuco,Masculino,53,Parda,1,1400,1.7065108919999998
