UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
Rio de Janeiro,Feminino,35,Branca,12,1500,1.780991229
Rio de Janeiro,Masculino,58,Parda,11,900,1.540270351
Rio de Janeiro,Masculino,38,Parda,16,1000,1.750966414
Rio de Janeiro,Masculino,60,Branca,15,3200,1.6274557159999998
Rio de Janeiro,Masculino,48,Branca,16,13500,1.6688214940000001
Rio de Janeiro,Feminino,26,Parda,16,900,1.742105768
Rio de Janeiro,Masculino,27,Branca,16,4500,1.7636405380000002
Rio de Janeiro,Feminino,48,Branca,12,2100,1.704414092
Rio de Janeiro,Masculino,32,Branca,16,6800,1.844602527
Rio de Janeiro,Feminino,63,Branca,5,1045,1.732090982
Rio de Janeiro,Masculino,68,Branca,5,3000,1.7889549
Rio de Janeiro,Feminino,44,Branca,16,5000,1.7492063169999998
Rio de Janeiro,Masculino,62,Branca,15,3000,1.6701070480000002
Rio de Janeiro,Masculino,47,Branca,12,1600,1.634327928
Rio de Janeiro,Masculino,59,Branca,12,1800,1.735706288
Rio de Janeiro,Masculino,39,Parda,6,2000,1.615992806
Rio de Janeiro,Masculino,73,Preta,5,2000,1.7314822630000002
Rio de Janeiro,Masculino,32,Branca,12,2000,1.8529690380000001
Rio de Janeiro,Masculino,36,Branca,12,1800,1.724779418
Rio de Janeiro,Feminino,59,Branca,13,910,1.603464306
Rio de Janeiro,Feminino,27,Parda,16,1200,1.614231219
Rio de Janeiro,Masculino,43,Preta,9,916,1.653621315
Rio de Janeiro,Masculino,32,Parda,16,2600,1.5814037419999998
Rio de Janeiro,Masculino,34,Parda,15,5000,1.72823689
Rio de Janeiro,Masculino,43,Branca,12,10000,1.695542365
Rio de Janeiro,Masculino,57,Parda,9,788,1.60002377
Rio de Janeiro,Feminino,37,Branca,12,500,1.7021682809999998
Rio de Janeiro,Masculino,56,Branca,9,1200,1.7276913530000002
Rio de Janeiro,Feminino,42,Preta,12,300,1.7178586519999999
Rio de Janeiro,Feminino,54,Branca,12,840,1.6451553209999998
Rio de Janeiro,Masculino,55,Branca,12,1200,1.6573534330000002
Rio de Janeiro,Feminino,40,Branca,9,550,1.7143001969999998
Rio de Janeiro,Feminino,62,Branca,5,600,1.62118323
Rio de Janeiro,Masculino,66,Branca,1,788,1.6811751
Rio de Janeiro,Feminino,42,Parda,9,1000,1.740949469
Rio de Janeiro,Masculino,43,Parda,12,1500,1.8360404
Rio de Janeiro,Feminino,32,Parda,12,900,1.765263749
Rio de Janeiro,Masculino,58,Branca,5,1100,1.7003603630000002
Rio de Janeiro,Feminino,64,Branca,6,1300,1.847124475
Rio de Janeiro,Masculino,58,Preta,7,788,1.8355933
Rio de Janeiro,Masculino,43,Preta,12,1200,1.710996895
Rio de Janeiro,Feminino,50,Preta,11,788,1.596683064
Rio de Janeiro,Masculino,42,Preta,9,1200,1.648101892
Rio de Janeiro,Masculino,32,Branca,12,1000,1.7141616640000001
Rio de Janeiro,Feminino,44,Branca,16,20000,1.594992353
Rio de Janeiro,Masculino,51,Preta,16,10000,1.8560149719999999
Rio de Janeiro,Masculino,30,Branca,12,800,1.7799696180000002
Rio de Janeiro,Masculino,38,Branca,15,2300,1.648472451
Rio de Janeiro,Masculino,61,Branca,6,500,1.71833257
Rio de Janeiro,Masculino,60,Branca,3,1100,1.790042155
Rio de Janeiro,Masculino,63,Branca,9,1800,1.801143221
Rio de Janeiro,Masculino,45,Preta,9,1200,1.727771006
Rio de Janeiro,Masculino,51,Preta,1,1000,1.6968359069999999
Rio de Janeiro,Masculino,43,Preta,13,1000,1.8364973690000002
Rio de Janeiro,Feminino,47,Parda,16,900,1.7689623890000001
Rio de Janeiro,Masculino,60,Branca,8,800,1.71557647
Rio de Janeiro,Masculino,51,Preta,5,995,1.665104924
Rio de Janeiro,Masculino,43,Preta,12,1200,1.736704625
Rio de Janeiro,Masculino,59,Branca,4,1200,1.665583412
Rio de Janeiro,Feminino,61,Preta,9,920,1.59708244
Rio de Janeiro,Feminino,60,Branca,11,250,1.608212865
Rio de Janeiro,Masculino,33,Branca,12,2750,1.7459288780000002
Rio de Janeiro,Feminino,54,Branca,9,900,1.57730074
Rio de Janeiro,Masculino,33,Parda,9,1200,1.547780419
Rio de Janeiro,Masculino,48,Preta,13,860,1.7296972730000002
Rio de Janeiro,Masculino,27,Branca,16,5000,1.868890914
Rio de Janeiro,Masculino,35,Parda,12,2000,1.7332481219999998
Rio de Janeiro,Masculino,62,Preta,1,788,1.829517922
Rio de Janeiro,Feminino,36,Branca,9,1000,1.67686625
Rio de Janeiro,Masculino,34,Branca,9,2000,1.782475007
Rio de Janeiro,Masculino,39,Parda,12,1990,1.6975118880000002
Rio de Janeiro,Feminino,39,Parda,5,900,1.6803045140000001
Rio de Janeiro,Feminino,61,Preta,4,724,1.736951727
Rio de Janeiro,Masculino,63,Branca,4,1500,1.6578499830000002
Rio de Janeiro,Masculino,41,Preta,9,1600,1.523101196
Rio de Janeiro,Masculino,58,Branca,12,1800,1.8116706999999999
Rio de Janeiro,Masculino,45,Branca,5,900,1.51120416
Rio de Janeiro,Masculino,56,Branca,11,3500,1.6976417069999998
Rio de Janeiro,Masculino,59,Parda,9,1650,1.660290135
Rio de Janeiro,Masculino,52,Branca,6,1300,1.7177332680000001
Rio de Janeiro,Masculino,42,Branca,5,1061,1.72246793
Rio de Janeiro,Masculino,54,Branca,6,1180,1.7142773709999999
Rio de Janeiro,Feminino,46,Parda,6,1100,1.7034384480000002
Rio de Janeiro,Masculino,42,Branca,6,1800,1.70136304
Rio de Janeiro,Masculino,64,Parda,6,1500,1.6462208619999998
Rio de Janeiro,Masculino,63,Branca,1,1000,1.6864077480000002
Rio de Janeiro,Masculino,52,Parda,5,1200,1.722777433
Rio de Janeiro,Masculino,55,Parda,5,3000,1.782539974
Rio de Janeiro,Masculino,38,Branca,12,3000,1.830431067
Rio de Janeiro,Masculino,49,Branca,9,1300,1.738227503
Rio de Janeiro,Masculino,30,Branca,5,1500,1.837364831
Rio de Janeiro,Feminino,61,Branca,9,1200,1.7599933719999998
Rio de Janeiro,Masculino,37,Preta,5,1200,1.7581161419999998
Rio de Janeiro,Masculino,50,Branca,12,2000,1.7878572519999998
Rio de Janeiro,Masculino,57,Parda,12,2250,1.721583246
Rio de Janeiro,Masculino,34,Branca,6,1500,1.684259561
Rio de Janeiro,Masculino,32,Branca,9,2000,1.6616899059999999
Rio de Janeiro,Feminino,52,Parda,3,600,1.678706654
Rio de Janeiro,Masculino,51,Branca,5,1200,1.734270916
Rio de Janeiro,Masculino,42,Preta,3,2000,1.680500935
Rio de Janeiro,Masculino,42,Parda,11,1400,1.767827037
Rio de Janeiro,Masculino,37,Branca,16,6000,1.7054602369999998
Rio de Janeiro,Masculino,38,Preta,9,1550,1.556899162
Rio de Janeiro,Masculino,38,Parda,1,3200,1.640194365
Rio de Janeiro,Masculino,32,Preta,5,980,1.639153006
Rio de Janeiro,Masculino,33,Preta,12,800,1.785146296
Rio de Janeiro,Masculino,43,Branca,12,2500,1.658521264
Rio de Janeiro,Feminino,35,Parda,6,1200,1.76153552
Rio de Janeiro,Masculino,43,Preta,8,800,1.6652371590000001
Rio de Janeiro,Masculino,29,Parda,16,789,1.520178152
Rio de Janeiro,Masculino,53,Branca,1,800,1.821058478
Rio de Janeiro,Feminino,57,Branca,12,789,1.73425185
Rio de Janeiro,Masculino,68,Parda,9,0,1.585056216
Rio de Janeiro,Masculino,48,Parda,16,4500,1.770567389
Rio de Janeiro,Masculino,27,Parda,14,2000,1.7601893769999999
Rio de Janeiro,Masculino,39,Parda,16,1600,1.4834898440000002
Rio de Janeiro,Masculino,34,Branca,12,5800,1.586131217
Rio de Janeiro,Masculino,50,Branca,12,6800,1.7314881869999998
Rio de Janeiro,Feminino,63,Parda,1,800,1.669815395
Rio de Janeiro,Masculino,76,Preta,1,400,1.6050158230000002
Rio de Janeiro,Masculino,36,Parda,12,2700,1.67124932
Rio de Janeiro,Masculino,38,Parda,12,2500,1.592330258
Rio de Janeiro,Feminino,56,Branca,6,800,1.72692407
Rio de Janeiro,Masculino,37,Branca,5,850,1.69209826
Rio de Janeiro,Masculino,59,Preta,13,800,1.735087555
Rio de Janeiro,Masculino,34,Preta,1,800,1.6837949769999998
Rio de Janeiro,Masculino,42,Parda,12,4500,1.604962443
Rio de Janeiro,Masculino,55,Preta,1,900,1.626620894
Rio de Janeiro,Masculino,38,Branca,16,6000,1.804945482
Rio de Janeiro,Feminino,22,Branca,9,400,1.490300674
Rio de Janeiro,Masculino,34,Parda,8,1200,1.6855216030000002
Rio de Janeiro,Masculino,62,Branca,3,800,1.671630895
Rio de Janeiro,Masculino,53,Preta,6,788,1.691618829
Rio de Janeiro,Feminino,39,Branca,16,1200,1.557068431
Rio de Janeiro,Masculino,56,Preta,9,1200,1.626960999
Rio de Janeiro,Masculino,43,Branca,9,2000,1.6595752019999999
Rio de Janeiro,Masculino,29,Branca,12,1000,1.7175851119999999
Rio de Janeiro,Feminino,37,Branca,13,800,1.823365846
Rio de Janeiro,Masculino,76,Branca,16,4500,1.833884224
Rio de Janeiro,Masculino,53,Parda,4,1200,1.69331645
Rio de Janeiro,Masculino,45,Branca,12,3000,1.6919507569999999
Rio de Janeiro,Feminino,41,Parda,16,1800,1.6499634369999998
Rio de Janeiro,Feminino,63,Parda,4,350,1.795197121
Rio de Janeiro,Feminino,43,Branca,12,1200,1.591353513
Rio de Janeiro,Masculino,43,Parda,5,900,1.721323811
Rio de Janeiro,Feminino,50,Parda,12,1100,1.6692973080000002
Rio de Janeiro,Feminino,43,Branca,16,1200,1.685683655
Rio de Janeiro,Masculino,47,Branca,16,4500,1.836251129
Rio de Janeiro,Masculino,36,Branca,9,1200,1.627511352
Rio de Janeiro,Masculino,77,Branca,5,500,1.670952907
Rio de Janeiro,Masculino,45,Preta,5,800,1.706581851
Rio de Janeiro,Masculino,55,Parda,9,900,1.656824227
Rio de Janeiro,Masculino,67,Parda,12,18000,1.6969181969999998
Rio de Janeiro,Masculino,44,Branca,12,1000,1.6356041940000001
Rio de Janeiro,Masculino,36,Parda,4,788,1.733314339
Rio de Janeiro,Masculino,48,Parda,8,500,1.8021828430000002
Rio de Janeiro,Masculino,40,Parda,12,1000,1.6384340659999999
Rio de Janeiro,Feminino,62,Preta,4,50,1.596399144
Rio de Janeiro,Feminino,55,Preta,4,788,1.7606904630000002
Rio de Janeiro,Feminino,37,Preta,5,250,1.684880334
Rio de Janeiro,Masculino,39,Parda,1,1300,1.8108248740000001
Rio de Janeiro,Masculino,57,Parda,5,600,1.632455292
Rio de Janeiro,Masculino,57,Parda,5,1200,1.75153656
Rio de Janeiro,Masculino,50,Branca,4,1300,1.824044885
Rio de Janeiro,Masculino,56,Parda,1,1000,1.6297399259999998
Rio de Janeiro,Masculino,46,Parda,5,900,1.677235618
Rio de Janeiro,Masculino,21,Parda,6,1000,1.6249235709999998
Rio de Janeiro,Masculino,47,Branca,12,788,1.88476408
Rio de Janeiro,Feminino,44,Preta,6,900,1.701435477
Rio de Janeiro,Feminino,26,Parda,11,1200,1.6401466630000001
Rio de Janeiro,Masculino,61,Parda,1,400,1.694049753
Rio de Janeiro,Feminino,55,Parda,5,1100,1.755909745
Rio de Janeiro,Feminino,58,Parda,1,200,1.7220488569999999
Rio de Janeiro,Masculino,43,Preta,12,1800,1.79690261
Rio de Janeiro,Masculino,48,Parda,9,1200,1.7615927530000002
Rio de Janeiro,Feminino,60,Parda,3,400,1.71939897
Rio de Janeiro,Masculino,43,Parda,12,1400,1.755878765
Rio de Janeiro,Feminino,39,Parda,12,1036,1.689064484
Rio de Janeiro,Feminino,85,Parda,1,100,1.69431874
Rio de Janeiro,Masculino,36,Parda,9,1838,1.71721799
Rio de Janeiro,Feminino,42,Branca,6,900,1.776212317
Rio de Janeiro,Masculino,25,Preta,1,1018,1.687804557
Rio de Janeiro,Feminino,33,Parda,9,810,1.5877786740000002
Rio de Janeiro,Feminino,41,Preta,5,1121,1.583175665
Rio de Janeiro,Masculino,29,Preta,1,500,1.6544512080000002
Rio de Janeiro,Masculino,34,Branca,6,850,1.7981715719999998
Rio de Janeiro,Masculino,38,Parda,14,5327,1.72619311
Rio de Janeiro,Masculino,67,Parda,1,800,1.59933883
Rio de Janeiro,Masculino,37,Branca,12,2364,1.6974776230000002
Rio de Janeiro,Masculino,42,Preta,9,900,1.699301296
Rio de Janeiro,Masculino,43,Parda,15,2400,1.766408189
Rio de Janeiro,Feminino,61,Parda,9,789,1.7026433319999998
Rio de Janeiro,Masculino,58,Preta,9,1700,1.687933376
Rio de Janeiro,Masculino,45,Parda,9,1400,1.685313483
Rio de Janeiro,Masculino,62,Parda,4,1500,1.682199271
Rio de Janeiro,Masculino,38,Branca,12,10000,1.7282068419999999
Rio de Janeiro,Masculino,31,Preta,12,1400,1.718923775
Rio de Janeiro,Masculino,45,Parda,9,1550,1.8026101909999999
Rio de Janeiro,Feminino,59,Parda,3,1200,1.664177855
Rio de Janeiro,Feminino,35,Branca,12,1200,1.680502401
Rio de Janeiro,Masculino,34,Preta,9,2500,1.6149197119999998
Rio de Janeiro,Masculino,40,Preta,12,1280,1.7091087459999998
Rio de Janeiro,Masculino,46,Parda,12,3000,1.5332644069999999
Rio de Janeiro,Feminino,37,Parda,9,1800,1.730313956
Rio de Janeiro,Feminino,37,Parda,12,950,1.777528629
Rio de Janeiro,Masculino,49,Preta,16,2300,1.775880458
Rio de Janeiro,Feminino,26,Parda,13,1950,1.7205159769999998
Rio de Janeiro,Feminino,47,Parda,8,1400,1.5929159640000001
Rio de Janeiro,Masculino,58,Preta,5,2300,1.663085051
Rio de Janeiro,Masculino,25,Parda,13,1300,1.744367142
Rio de Janeiro,Feminino,45,Parda,9,950,1.7921889480000002
Rio de Janeiro,Feminino,74,Branca,1,1700,1.6713635269999998
Rio de Janeiro,Masculino,51,Parda,12,4600,1.834531809
Rio de Janeiro,Masculino,43,Branca,12,1900,1.76878936
Rio de Janeiro,Feminino,33,Indígena,12,1900,1.670646729
Rio de Janeiro,Feminino,29,Branca,12,1500,1.7011985840000001
Rio de Janeiro,Masculino,38,Parda,12,2700,1.766630942
Rio de Janeiro,Feminino,29,Preta,12,1100,1.7062775019999998
Rio de Janeiro,Masculino,33,Parda,12,900,1.740642044
Rio de Janeiro,Feminino,44,Branca,12,1200,1.7056089
Rio de Janeiro,Masculino,53,Preta,9,900,1.649162118
Rio de Janeiro,Feminino,26,Branca,12,1000,1.728680842
Rio de Janeiro,Masculino,31,Parda,16,1150,1.699255503
Rio de Janeiro,Masculino,40,Branca,12,3500,1.711833313
Rio de Janeiro,Masculino,29,Branca,16,1650,1.748664211
Rio de Janeiro,Masculino,39,Parda,16,1600,1.639654322
Rio de Janeiro,Masculino,35,Parda,12,1200,1.8755644480000002
Rio de Janeiro,Masculino,35,Preta,6,0,1.7941987080000001
Rio de Janeiro,Masculino,45,Branca,16,4000,1.754687984
Rio de Janeiro,Masculino,44,Branca,14,4000,1.6748826819999998
Rio de Janeiro,Masculino,38,Branca,12,1800,1.855913445
Rio de Janeiro,Feminino,39,Branca,16,2300,1.718517513
Rio de Janeiro,Feminino,38,Branca,16,3000,1.887147835
Rio de Janeiro,Feminino,50,Branca,16,4000,1.7512136059999999
Rio de Janeiro,Feminino,47,Branca,16,2000,1.7730603390000002
Rio de Janeiro,Feminino,36,Parda,16,2300,1.767206038
Rio de Janeiro,Masculino,34,Branca,14,4300,1.796007203
Rio de Janeiro,Feminino,40,Parda,16,1380,1.498881792
Rio de Janeiro,Feminino,39,Parda,12,3500,1.8249296069999998
Rio de Janeiro,Masculino,50,Preta,12,1800,1.718530707
Rio de Janeiro,Masculino,35,Branca,9,2000,1.603761148
Rio de Janeiro,Masculino,29,Preta,12,1350,1.687724908
Rio de Janeiro,Masculino,52,Parda,7,800,1.7720639269999998
Rio de Janeiro,Feminino,34,Parda,5,950,1.594938261
Rio de Janeiro,Masculino,45,Preta,9,2000,1.728775434
Rio de Janeiro,Masculino,35,Parda,12,2500,1.6539862090000002
Rio de Janeiro,Masculino,30,Branca,12,1100,1.62391254
Rio de Janeiro,Masculino,58,Parda,12,2000,1.5536189980000001
Rio de Janeiro,Feminino,35,Branca,9,600,1.630050435
Rio de Janeiro,Masculino,46,Parda,1,1000,1.7561993530000002
Rio de Janeiro,Feminino,54,Parda,8,953,1.7372511069999999
Rio de Janeiro,Masculino,52,Preta,12,7000,1.6783710490000001
Rio de Janeiro,Masculino,32,Branca,12,4500,1.664864643
Rio de Janeiro,Feminino,58,Branca,12,0,1.717427796
Rio de Janeiro,Masculino,36,Branca,16,3800,1.735680568
Rio de Janeiro,Feminino,55,Branca,12,1400,1.683496285
Rio de Janeiro,Feminino,30,Branca,16,3000,1.629844251
Rio de Janeiro,Masculino,36,Branca,16,4500,1.680782464
Rio de Janeiro,Masculino,43,Branca,16,6500,1.7491079630000002
Rio de Janeiro,Feminino,37,Branca,13,2000,1.70154807
Rio de Janeiro,Masculino,31,Branca,14,1600,1.833808734
Rio de Janeiro,Masculino,43,Branca,16,4800,1.703786209
Rio de Janeiro,Feminino,61,Branca,9,900,1.697149773
Rio de Janeiro,Masculino,57,Parda,6,1200,1.7318183219999999
Rio de Janeiro,Masculino,39,Parda,6,1500,1.584725641
Rio de Janeiro,Masculino,46,Parda,8,1200,1.653514415
Rio de Janeiro,Feminino,35,Parda,9,900,1.662475144
Rio de Janeiro,Masculino,40,Parda,4,700,1.8711759719999999
Rio de Janeiro,Masculino,60,Preta,6,1300,1.759032643
Rio de Janeiro,Masculino,60,Parda,1,1000,1.7228981030000001
Rio de Janeiro,Masculino,58,Parda,1,1500,1.8178131130000001
Rio de Janeiro,Masculino,29,Branca,9,900,1.6861084
Rio de Janeiro,Masculino,44,Branca,9,2500,1.6532622259999998
Rio de Janeiro,Masculino,49,Parda,9,1800,1.5373540140000002
Rio de Janeiro,Masculino,32,Branca,11,3000,1.568463475
Rio de Janeiro,Masculino,51,Preta,12,1576,1.63150527
Rio de Janeiro,Masculino,43,Branca,14,900,1.660113261
Rio de Janeiro,Masculino,77,Branca,3,0,1.6626011269999998
Rio de Janeiro,Masculino,36,Branca,5,1200,1.7488819880000002
Rio de Janeiro,Masculino,56,Parda,6,1500,1.66459876
Rio de Janeiro,Masculino,49,Branca,14,2000,1.7040878730000002
Rio de Janeiro,Masculino,32,Branca,16,1900,1.6862626369999998
Rio de Janeiro,Masculino,41,Branca,12,1500,1.655896449
Rio de Janeiro,Feminino,79,Branca,6,100,1.6748103490000001
Rio de Janeiro,Masculino,47,Branca,16,2600,1.7024423380000002
Rio de Janeiro,Feminino,56,Parda,6,800,1.599463656
Rio de Janeiro,Masculino,28,Branca,16,5000,1.7381194080000002
Rio de Janeiro,Masculino,71,Parda,9,788,1.754538179
Rio de Janeiro,Feminino,30,Branca,15,788,1.790436405
Rio de Janeiro,Feminino,44,Parda,7,788,1.587248922
Rio de Janeiro,Masculino,43,Parda,8,2000,1.6822045019999998
Rio de Janeiro,Masculino,61,Preta,9,788,1.6675447490000002
Rio de Janeiro,Masculino,77,Parda,3,900,1.758534888
Rio de Janeiro,Feminino,31,Preta,4,1000,1.723751915
Rio de Janeiro,Masculino,40,Branca,16,2500,1.7662312869999999
Rio de Janeiro,Masculino,33,Branca,6,3000,1.613943827
Rio de Janeiro,Masculino,29,Parda,6,1000,1.694306171
Rio de Janeiro,Feminino,41,Parda,16,1100,1.6555880019999998
Rio de Janeiro,Masculino,45,Preta,7,1200,1.6627703809999999
Rio de Janeiro,Masculino,55,Parda,5,1577,1.689966918
Rio de Janeiro,Feminino,54,Branca,6,950,1.738951301
Rio de Janeiro,Masculino,31,Parda,9,1200,1.836406486
Rio de Janeiro,Masculino,28,Parda,9,1300,1.745084655
Rio de Janeiro,Feminino,26,Parda,11,600,1.6801879030000002
Rio de Janeiro,Masculino,51,Parda,12,2000,1.650226898
Rio de Janeiro,Masculino,32,Parda,9,960,1.727338045
Rio de Janeiro,Feminino,38,Preta,12,1700,1.543986488
Rio de Janeiro,Masculino,33,Preta,6,1000,1.7700303819999998
Rio de Janeiro,Masculino,64,Parda,1,788,1.546181355
Rio de Janeiro,Masculino,35,Parda,5,600,1.718231951
Rio de Janeiro,Feminino,31,Parda,7,788,1.77484955
Rio de Janeiro,Masculino,29,Parda,9,1000,1.6693932569999999
Rio de Janeiro,Masculino,35,Parda,12,1000,1.6733086069999998
Rio de Janeiro,Masculino,33,Parda,6,1200,1.633728799
Rio de Janeiro,Masculino,50,Branca,9,1100,1.7880350619999998
Rio de Janeiro,Masculino,69,Branca,2,400,1.619342275
Rio de Janeiro,Masculino,54,Preta,2,850,1.518474481
Rio de Janeiro,Masculino,46,Branca,7,1200,1.695981296
Rio de Janeiro,Feminino,31,Branca,12,1000,1.6555228069999999
Rio de Janeiro,Masculino,59,Branca,12,10000,1.843755254
Rio de Janeiro,Feminino,50,Branca,16,3000,1.794318099
Rio de Janeiro,Feminino,56,Branca,10,2000,1.749001255
Rio de Janeiro,Masculino,34,Branca,12,1500,1.728767845
Rio de Janeiro,Feminino,50,Branca,5,1000,1.811004939
Rio de Janeiro,Masculino,70,Branca,5,1600,1.789985494
Rio de Janeiro,Masculino,56,Preta,12,3000,1.68738986
Rio de Janeiro,Masculino,34,Branca,12,2000,1.771889489
Rio de Janeiro,Feminino,47,Branca,12,1200,1.872305556
Rio de Janeiro,Feminino,35,Parda,14,2800,1.600184235
Rio de Janeiro,Feminino,36,Parda,8,1031,1.574245261
Rio de Janeiro,Masculino,63,Branca,1,1800,1.747409007
Rio de Janeiro,Masculino,24,Parda,12,1800,1.768018565
Rio de Janeiro,Feminino,55,Preta,5,1000,1.791833786
Rio de Janeiro,Masculino,24,Branca,6,1000,1.7163441000000002
Rio de Janeiro,Feminino,38,Branca,13,2500,1.5539407630000002
Rio de Janeiro,Feminino,28,Branca,16,1800,1.744764037
Rio de Janeiro,Masculino,38,Branca,8,3000,1.654500157
Rio de Janeiro,Feminino,23,Parda,8,600,1.719131016
Rio de Janeiro,Masculino,43,Preta,12,1200,1.792667508
Rio de Janeiro,Masculino,26,Branca,12,1200,1.807382065
Rio de Janeiro,Masculino,34,Parda,12,5000,1.7356992830000002
Rio de Janeiro,Masculino,67,Parda,9,1000,1.6640943869999998
Rio de Janeiro,Feminino,57,Branca,12,500,1.698163708
Rio de Janeiro,Masculino,56,Branca,9,950,1.754550721
Rio de Janeiro,Feminino,25,Parda,12,970,1.786680223
Rio de Janeiro,Masculino,42,Parda,8,2000,1.820133943
Rio de Janeiro,Feminino,26,Branca,13,746,1.749413366
Rio de Janeiro,Masculino,33,Preta,9,2500,1.807824672
Rio de Janeiro,Masculino,36,Branca,15,2000,1.819461045
Rio de Janeiro,Feminino,35,Branca,1,1200,1.72417992
Rio de Janeiro,Masculino,49,Parda,9,1600,1.711204727
Rio de Janeiro,Masculino,49,Parda,9,1600,1.739597083
Rio de Janeiro,Masculino,30,Branca,16,1300,1.5804358969999999
Rio de Janeiro,Masculino,48,Branca,1,1700,1.730342522
Rio de Janeiro,Masculino,35,Parda,12,2800,1.5991055509999998
Rio de Janeiro,Masculino,46,Branca,16,1000,1.709664655
Rio de Janeiro,Masculino,57,Parda,9,500,1.690061178
Rio de Janeiro,Masculino,64,Parda,2,2000,1.6084494480000002
Rio de Janeiro,Masculino,31,Parda,10,1900,1.6093787519999998
Rio de Janeiro,Masculino,35,Branca,12,1500,1.711544039
Rio de Janeiro,Masculino,60,Branca,6,200,1.7377526559999998
Rio de Janeiro,Masculino,46,Parda,13,3000,1.6555643359999999
Rio de Janeiro,Masculino,52,Parda,6,2444,1.7274452809999998
Rio de Janeiro,Masculino,36,Parda,6,788,1.6991399280000001
Rio de Janeiro,Masculino,50,Preta,12,1200,1.6980926580000002
Rio de Janeiro,Masculino,34,Branca,14,615,1.7087280409999999
Rio de Janeiro,Masculino,62,Branca,12,3500,1.693093653
Rio de Janeiro,Feminino,38,Branca,16,2500,1.692680908
Rio de Janeiro,Feminino,34,Branca,14,1400,1.761245786
Rio de Janeiro,Feminino,35,Branca,16,2000,1.69668608
Rio de Janeiro,Masculino,42,Branca,16,4400,1.750257898
Rio de Janeiro,Masculino,33,Branca,12,1800,1.77011356
Rio de Janeiro,Masculino,30,Branca,16,2600,1.827618002
Rio de Janeiro,Masculino,27,Branca,12,1400,1.668636744
Rio de Janeiro,Masculino,63,Branca,16,2500,1.723049179
Rio de Janeiro,Feminino,52,Branca,12,2550,1.6555837569999998
Rio de Janeiro,Feminino,50,Parda,10,1926,1.6871275000000001
Rio de Janeiro,Masculino,51,Branca,11,970,1.8287268909999999
Rio de Janeiro,Masculino,37,Parda,12,2100,1.70665282
Rio de Janeiro,Feminino,57,Branca,12,550,1.905110371
Rio de Janeiro,Masculino,41,Preta,12,3000,1.606896348
Rio de Janeiro,Masculino,63,Branca,16,900,1.617396958
Rio de Janeiro,Masculino,21,Indígena,7,750,1.692915643
Rio de Janeiro,Feminino,48,Branca,9,800,1.708080477
Rio de Janeiro,Masculino,34,Branca,8,1400,1.6258446000000002
Rio de Janeiro,Masculino,22,Branca,1,900,1.594218397
Rio de Janeiro,Masculino,40,Branca,9,1600,1.6438767909999998
Rio de Janeiro,Feminino,39,Branca,4,1300,1.7468427569999998
Rio de Janeiro,Masculino,40,Parda,9,1200,1.741832807
Rio de Janeiro,Masculino,57,Branca,12,2800,1.654419598
Rio de Janeiro,Masculino,35,Preta,3,1000,1.8008139730000001
Rio de Janeiro,Feminino,35,Branca,16,15000,1.775564994
Rio de Janeiro,Masculino,47,Branca,15,10500,1.608068584
Rio de Janeiro,Feminino,35,Amarela,16,5800,1.685116487
Rio de Janeiro,Masculino,32,Branca,16,18000,1.7668093969999998
Rio de Janeiro,Feminino,38,Preta,13,700,1.5608324040000001
Rio de Janeiro,Masculino,27,Parda,13,1200,1.835836094
Rio de Janeiro,Feminino,37,Branca,16,1200,1.6394585380000002
Rio de Janeiro,Feminino,42,Indígena,11,2500,1.753208576
Rio de Janeiro,Feminino,46,Branca,16,1700,1.7150533319999999
Rio de Janeiro,Masculino,36,Parda,12,2200,1.633312771
Rio de Janeiro,Feminino,57,Branca,16,4000,1.692685112
Rio de Janeiro,Masculino,40,Branca,16,1560,1.635262229
Rio de Janeiro,Feminino,47,Branca,16,7000,1.725444077
Rio de Janeiro,Masculino,65,Branca,16,7500,1.6101561659999999
Rio de Janeiro,Feminino,35,Branca,12,2500,1.7345992380000002
Rio de Janeiro,Feminino,47,Parda,12,4000,1.6948738069999998
Rio de Janeiro,Masculino,56,Branca,16,6000,1.705328419
Rio de Janeiro,Masculino,42,Parda,16,4000,1.7382971090000001
Rio de Janeiro,Masculino,65,Branca,9,2000,1.673797328
Rio de Janeiro,Feminino,49,Parda,16,1100,1.560380418
Rio de Janeiro,Masculino,47,Branca,9,2600,1.69106308
Rio de Janeiro,Feminino,69,Parda,1,1600,1.6215351669999998
Rio de Janeiro,Masculino,65,Preta,12,2000,1.725068936
Rio de Janeiro,Feminino,59,Preta,1,700,1.6095958959999999
Rio de Janeiro,Masculino,23,Preta,12,1000,1.829593484
Rio de Janeiro,Masculino,39,Indígena,13,1075,1.7373217159999998
Rio de Janeiro,Feminino,37,Branca,12,1500,1.67537724
Rio de Janeiro,Feminino,40,Parda,9,1250,1.736045766
Rio de Janeiro,Masculino,21,Parda,12,1200,1.7326475780000001
Rio de Janeiro,Masculino,38,Preta,11,1400,1.823698087
Rio de Janeiro,Masculino,42,Parda,12,1076,1.64957605
Rio de Janeiro,Masculino,37,Branca,15,5000,1.76568582
Rio de Janeiro,Feminino,37,Branca,12,990,1.6601185580000002
Rio de Janeiro,Feminino,73,Parda,9,500,1.742977908
Rio de Janeiro,Masculino,45,Branca,12,2500,1.691444056
